Order_ID,SKU_ID,Customer_ID,Order_Date,Quantity_Ordered,Quantity_Delivered,Delivery_Date,Order_Status,Region
ORD_000564,SKU_FAS_0046,CUST_1086,2023-02-01,70,70,2023-02-06,Completed,Mumbai
ORD_000565,SKU_COI_0033,CUST_1260,2022-08-22,44,0,,Cancelled,North
ORD_000566,SKU_COI_0035,CUST_1796,2022-03-11,247,247,2022-03-25,Completed,North
ORD_000567,SKU_SHE_0016,CUST_1024,2023-03-01,283,283,2023-03-15,Completed,Mumbai
ORD_000568,SKU_COI_0037,CUST_1671,2022-12-14,102,102,2022-12-27,Completed,East
ORD_000569,SKU_SHE_0026,CUST_1377,2023-02-06,274,274,2023-02-13,Completed,East
ORD_000570,SKU_PIP_0002,CUST_1353,2023-03-21,284,284,2023-03-25,Completed,North
ORD_000571,SKU_COI_0034,CUST_1679,2023-08-06,131,131,2023-08-11,Completed,West
ORD_000572,SKU_COI_0035,CUST_1267,2022-11-13,120,120,2022-11-24,Completed,West
ORD_000573,SKU_FAS_0050,CUST_1735,2023-05-17,215,215,2023-05-20,Completed,East
ORD_000574,SKU_COI_0037,CUST_1086,2023-07-28,96,96,2023-08-08,Completed,East
ORD_000575,SKU_PIP_0013,CUST_1675,2023-07-09,152,152,2023-07-14,Completed,South
ORD_000576,SKU_PIP_0007,CUST_1813,2023-11-07,283,283,2023-11-18,Completed,West
ORD_000577,SKU_FIT_0040,CUST_1467,2022-08-23,181,181,2022-09-01,Completed,Mumbai
ORD_000578,SKU_FIT_0040,CUST_1873,2023-05-06,156,156,2023-05-18,Completed,Mumbai
ORD_000579,SKU_FIT_0044,CUST_1697,2023-10-08,349,0,,Cancelled,South
ORD_000580,SKU_FAS_0050,CUST_1146,2023-10-01,325,325,2023-10-11,Completed,East
ORD_000581,SKU_PIP_0007,CUST_1041,2022-10-23,67,67,2022-10-27,Completed,West
ORD_000582,SKU_SHE_0022,CUST_1004,2022-09-01,183,183,2022-09-14,Completed,South
ORD_000583,SKU_SHE_0017,CUST_1728,2022-04-02,276,276,2022-04-10,Completed,East
ORD_000584,SKU_SHE_0016,CUST_1207,2023-09-11,195,195,2023-09-14,Completed,North
ORD_000585,SKU_SHE_0027,CUST_1759,2022-06-12,140,140,2022-06-17,Completed,West
ORD_000586,SKU_FIT_0039,CUST_1381,2023-06-17,85,85,2023-06-20,Completed,East
ORD_000587,SKU_SHE_0019,CUST_1055,2022-11-29,228,228,2022-12-04,Completed,Mumbai
ORD_000588,SKU_SHE_0024,CUST_1848,2023-02-13,296,296,2023-02-26,Completed,East
ORD_000589,SKU_PIP_0003,CUST_1527,2023-10-09,65,65,2023-10-20,Completed,Mumbai
ORD_000590,SKU_SHE_0026,CUST_1855,2023-03-05,284,284,2023-03-13,Completed,North
ORD_000591,SKU_PIP_0007,CUST_1396,2022-12-17,271,271,2022-12-26,Completed,East
ORD_000592,SKU_SHE_0017,CUST_1036,2022-03-08,178,178,2022-03-15,Completed,North
ORD_000593,SKU_SHE_0020,CUST_1142,2022-12-22,319,319,2023-01-05,Completed,North
ORD_000594,SKU_SHE_0019,CUST_1127,2022-07-24,66,0,,Cancelled,South
ORD_000595,SKU_FIT_0041,CUST_1937,2023-03-09,194,194,2023-03-23,Completed,Mumbai
ORD_000596,SKU_COI_0030,CUST_1172,2023-05-09,251,0,,Cancelled,Mumbai
ORD_000597,SKU_PIP_0002,CUST_1676,2023-10-21,239,239,2023-10-31,Completed,East
ORD_000598,SKU_FIT_0038,CUST_1255,2022-07-27,206,102,2022-07-30,Pending,South
ORD_000599,SKU_PIP_0007,CUST_1484,2023-06-20,249,0,,Cancelled,Mumbai
ORD_000600,SKU_FIT_0044,CUST_1133,2022-02-24,270,270,2022-03-08,Completed,East
ORD_000601,SKU_SHE_0026,CUST_1293,2022-04-25,230,230,2022-05-08,Completed,South
ORD_000602,SKU_FIT_0043,CUST_1775,2023-01-16,98,0,,Cancelled,Mumbai
ORD_000603,SKU_FIT_0041,CUST_1362,2023-08-12,217,66,2023-08-15,Pending,East
ORD_000604,SKU_SHE_0027,CUST_1008,2023-06-28,221,221,2023-07-03,Completed,Mumbai
ORD_000605,SKU_PIP_0008,CUST_1797,2022-04-05,90,90,2022-04-12,Completed,West
ORD_000606,SKU_PIP_0011,CUST_1514,2023-11-21,283,0,,Cancelled,East
ORD_000607,SKU_SHE_0016,CUST_1435,2022-07-15,115,0,,Cancelled,West
ORD_000608,SKU_SHE_0025,CUST_1670,2023-04-11,155,155,2023-04-14,Completed,South
ORD_000609,SKU_SHE_0023,CUST_1440,2022-10-03,371,371,2022-10-16,Completed,South
ORD_000610,SKU_PIP_0014,CUST_1772,2022-08-29,161,161,2022-09-12,Completed,South
ORD_000611,SKU_PIP_0006,CUST_1543,2023-05-17,187,187,2023-05-29,Completed,South
ORD_000612,SKU_SHE_0023,CUST_1643,2023-02-20,197,197,2023-03-03,Completed,West
ORD_000613,SKU_FAS_0046,CUST_1162,2022-03-02,174,174,2022-03-10,Completed,East
ORD_000614,SKU_FIT_0044,CUST_1466,2022-08-31,240,104,2022-09-01,Pending,East
ORD_000615,SKU_SHE_0018,CUST_1856,2023-06-06,173,0,,Cancelled,North
ORD_000616,SKU_PIP_0001,CUST_1192,2022-04-24,75,75,2022-05-08,Completed,North
ORD_000617,SKU_COI_0037,CUST_1815,2023-08-30,71,71,2023-09-13,Completed,East
ORD_000618,SKU_SHE_0019,CUST_1025,2023-07-23,68,0,,Cancelled,Mumbai
ORD_000619,SKU_COI_0028,CUST_1001,2023-03-11,119,119,2023-03-18,Completed,North
ORD_000620,SKU_SHE_0022,CUST_1476,2022-11-20,297,297,2022-12-03,Completed,Mumbai
ORD_000621,SKU_COI_0037,CUST_1952,2022-04-15,115,115,2022-04-18,Completed,North
ORD_000622,SKU_SHE_0020,CUST_1762,2022-12-20,161,161,2023-01-01,Completed,South
ORD_000623,SKU_SHE_0023,CUST_1553,2023-11-29,191,191,2023-12-11,Completed,South
ORD_000624,SKU_COI_0029,CUST_1697,2023-12-28,85,31,2023-12-29,Pending,West
ORD_000625,SKU_FAS_0048,CUST_1819,2022-04-07,168,168,2022-04-19,Completed,West
ORD_000626,SKU_SHE_0022,CUST_1077,2022-07-27,140,140,2022-08-04,Completed,South
ORD_000627,SKU_PIP_0011,CUST_1344,2022-03-15,174,174,2022-03-18,Completed,West
ORD_000628,SKU_FIT_0043,CUST_1986,2022-11-28,248,248,2022-12-11,Completed,West
ORD_000629,SKU_COI_0028,CUST_1455,2022-04-25,106,106,2022-04-29,Completed,South
ORD_000630,SKU_FAS_0050,CUST_1526,2023-06-12,196,0,,Cancelled,North
ORD_000631,SKU_FAS_0046,CUST_1278,2022-01-19,115,115,2022-02-02,Completed,East
ORD_000632,SKU_SHE_0016,CUST_1822,2023-02-13,161,161,2023-02-20,Completed,Mumbai
ORD_000633,SKU_PIP_0011,CUST_1039,2022-04-15,117,117,2022-04-28,Completed,South
ORD_000634,SKU_COI_0036,CUST_1307,2022-12-20,241,241,2022-12-28,Completed,Mumbai
ORD_000635,SKU_PIP_0005,CUST_1180,2022-12-08,236,236,2022-12-19,Completed,Mumbai
ORD_000636,SKU_SHE_0022,CUST_1411,2022-05-18,257,257,2022-05-30,Completed,Mumbai
ORD_000637,SKU_PIP_0010,CUST_1646,2022-11-14,210,210,2022-11-22,Completed,East
ORD_000638,SKU_FAS_0047,CUST_1089,2022-07-06,85,85,2022-07-12,Completed,East
ORD_000639,SKU_FAS_0048,CUST_1800,2023-01-11,228,228,2023-01-23,Completed,South
ORD_000640,SKU_COI_0036,CUST_1582,2022-06-20,135,64,2022-06-22,Pending,North
ORD_000641,SKU_COI_0031,CUST_1881,2022-10-24,169,169,2022-11-02,Completed,East
ORD_000642,SKU_COI_0035,CUST_1349,2023-03-19,114,45,2023-03-23,Pending,East
ORD_000643,SKU_PIP_0006,CUST_1641,2022-01-08,274,274,2022-01-15,Completed,North
ORD_000644,SKU_FAS_0047,CUST_1695,2023-12-05,387,387,2023-12-12,Completed,South
ORD_000645,SKU_PIP_0012,CUST_1417,2023-09-24,120,120,2023-10-06,Completed,West
ORD_000646,SKU_PIP_0010,CUST_1799,2022-11-12,154,154,2022-11-19,Completed,South
ORD_000647,SKU_SHE_0026,CUST_1753,2023-04-09,249,249,2023-04-19,Completed,East
ORD_000648,SKU_COI_0032,CUST_1902,2023-07-01,69,0,,Cancelled,Mumbai
ORD_000649,SKU_PIP_0010,CUST_1741,2022-12-12,206,206,2022-12-15,Completed,North
ORD_000650,SKU_COI_0034,CUST_1871,2022-09-23,177,177,2022-10-03,Completed,Mumbai
ORD_000651,SKU_COI_0029,CUST_1252,2022-01-12,194,194,2022-01-24,Completed,East
ORD_000652,SKU_FAS_0047,CUST_1268,2022-10-25,143,13,2022-10-28,Pending,Mumbai
ORD_000653,SKU_COI_0035,CUST_1271,2023-04-19,276,276,2023-05-02,Completed,East
ORD_000654,SKU_PIP_0015,CUST_1086,2023-01-25,229,229,2023-02-01,Completed,North
ORD_000655,SKU_COI_0029,CUST_1256,2022-11-05,140,0,,Cancelled,West
ORD_000656,SKU_SHE_0022,CUST_1786,2022-08-15,110,110,2022-08-25,Completed,South
ORD_000657,SKU_PIP_0013,CUST_1318,2023-07-20,163,163,2023-07-27,Completed,Mumbai
ORD_000658,SKU_COI_0037,CUST_1899,2023-03-23,84,38,2023-03-27,Pending,South
ORD_000659,SKU_COI_0036,CUST_1929,2022-06-03,82,82,2022-06-13,Completed,North
ORD_000660,SKU_PIP_0008,CUST_1128,2023-01-08,105,105,2023-01-21,Completed,South
ORD_000661,SKU_PIP_0012,CUST_1176,2023-09-12,260,260,2023-09-21,Completed,West
ORD_000662,SKU_SHE_0020,CUST_1357,2022-10-31,366,366,2022-11-08,Completed,South
ORD_000663,SKU_PIP_0014,CUST_1715,2022-01-29,251,81,2022-01-31,Pending,East
ORD_000664,SKU_COI_0031,CUST_1785,2023-10-11,371,371,2023-10-21,Completed,North
ORD_000665,SKU_PIP_0007,CUST_1656,2022-01-19,280,111,2022-01-20,Pending,West
ORD_000666,SKU_FIT_0042,CUST_1525,2022-09-12,134,0,,Cancelled,South
ORD_000667,SKU_COI_0036,CUST_1092,2023-08-23,100,100,2023-09-06,Completed,West
ORD_000668,SKU_COI_0035,CUST_1893,2023-11-11,133,133,2023-11-22,Completed,Mumbai
ORD_000669,SKU_FIT_0039,CUST_1618,2022-05-17,239,239,2022-05-24,Completed,West
ORD_000670,SKU_PIP_0001,CUST_1812,2023-10-24,113,0,,Cancelled,East
ORD_000671,SKU_PIP_0003,CUST_1343,2023-11-13,223,223,2023-11-25,Completed,South
ORD_000672,SKU_PIP_0003,CUST_1122,2022-09-09,136,136,2022-09-20,Completed,East
ORD_000673,SKU_FIT_0044,CUST_1575,2022-12-13,131,131,2022-12-23,Completed,North
ORD_000674,SKU_FAS_0046,CUST_1933,2022-04-04,166,10,2022-04-08,Pending,Mumbai
ORD_000675,SKU_COI_0036,CUST_1040,2022-12-25,374,374,2023-01-02,Completed,Mumbai
ORD_000676,SKU_PIP_0014,CUST_1757,2022-06-19,192,192,2022-06-25,Completed,East
ORD_000677,SKU_SHE_0017,CUST_1882,2022-12-07,137,137,2022-12-21,Completed,Mumbai
ORD_000678,SKU_SHE_0027,CUST_1464,2022-09-04,267,0,,Cancelled,West
ORD_000679,SKU_PIP_0008,CUST_1839,2023-02-22,157,157,2023-03-07,Completed,West
ORD_000680,SKU_PIP_0009,CUST_1586,2022-09-13,130,130,2022-09-21,Completed,East
ORD_000681,SKU_FIT_0043,CUST_1553,2022-06-30,175,175,2022-07-11,Completed,North
ORD_000682,SKU_SHE_0024,CUST_1473,2023-02-04,229,229,2023-02-11,Completed,Mumbai
ORD_000683,SKU_PIP_0004,CUST_1482,2022-12-14,279,0,,Cancelled,North
ORD_000684,SKU_PIP_0014,CUST_1583,2023-12-27,296,296,2024-01-02,Completed,North
ORD_000685,SKU_PIP_0015,CUST_1466,2022-04-09,291,291,2022-04-21,Completed,East
ORD_000686,SKU_SHE_0027,CUST_1920,2022-08-15,183,183,2022-08-19,Completed,Mumbai
ORD_000687,SKU_FIT_0045,CUST_1472,2023-01-06,136,17,2023-01-10,Pending,West
ORD_000688,SKU_COI_0028,CUST_1192,2022-03-18,74,74,2022-03-27,Completed,Mumbai
ORD_000689,SKU_PIP_0006,CUST_1280,2022-01-19,132,132,2022-01-30,Completed,East
ORD_000690,SKU_COI_0036,CUST_1870,2023-11-11,351,167,2023-11-12,Pending,South
ORD_000691,SKU_FIT_0045,CUST_1381,2022-01-14,280,119,2022-01-15,Pending,Mumbai
ORD_000692,SKU_SHE_0018,CUST_1983,2023-05-07,87,87,2023-05-13,Completed,East
ORD_000693,SKU_FIT_0044,CUST_1815,2023-07-01,224,106,2023-07-04,Pending,West
ORD_000694,SKU_PIP_0008,CUST_1768,2022-07-27,185,185,2022-08-03,Completed,West
ORD_000695,SKU_PIP_0014,CUST_1764,2023-08-31,63,63,2023-09-13,Completed,South
ORD_000696,SKU_COI_0036,CUST_1680,2022-02-20,172,0,,Cancelled,North
ORD_000697,SKU_PIP_0013,CUST_1767,2022-01-11,230,230,2022-01-21,Completed,West
ORD_000698,SKU_PIP_0014,CUST_1387,2022-08-16,150,150,2022-08-22,Completed,East
ORD_000699,SKU_FIT_0045,CUST_1617,2022-12-14,96,96,2022-12-28,Completed,North
ORD_000700,SKU_FAS_0046,CUST_1142,2023-10-10,292,292,2023-10-14,Completed,North
ORD_000701,SKU_PIP_0013,CUST_1457,2023-03-16,105,105,2023-03-28,Completed,East
ORD_000702,SKU_SHE_0024,CUST_1609,2023-10-18,74,74,2023-10-28,Completed,North
ORD_000703,SKU_PIP_0014,CUST_1699,2022-09-02,271,271,2022-09-15,Completed,East
ORD_000704,SKU_PIP_0006,CUST_1311,2022-10-27,87,87,2022-11-02,Completed,Mumbai
ORD_000705,SKU_FIT_0040,CUST_1955,2023-08-28,230,230,2023-08-31,Completed,South
ORD_000706,SKU_FIT_0039,CUST_1303,2023-06-25,223,223,2023-07-09,Completed,North
ORD_000707,SKU_SHE_0024,CUST_1015,2023-11-07,80,80,2023-11-14,Completed,Mumbai
ORD_000708,SKU_FIT_0041,CUST_1462,2023-01-13,125,125,2023-01-23,Completed,North
ORD_000709,SKU_FIT_0040,CUST_1757,2023-04-22,175,175,2023-04-28,Completed,South
ORD_000710,SKU_PIP_0004,CUST_1344,2022-10-04,273,273,2022-10-15,Completed,East
ORD_000711,SKU_FIT_0044,CUST_1307,2022-04-05,231,0,,Cancelled,Mumbai
ORD_000712,SKU_PIP_0006,CUST_1925,2023-01-08,109,0,,Cancelled,Mumbai
ORD_000713,SKU_SHE_0017,CUST_1341,2023-07-17,192,192,2023-07-26,Completed,South
ORD_000714,SKU_FIT_0039,CUST_1069,2022-08-24,82,82,2022-08-31,Completed,South
ORD_000715,SKU_COI_0035,CUST_1916,2023-06-11,100,100,2023-06-25,Completed,Mumbai
ORD_000716,SKU_COI_0037,CUST_1646,2023-03-31,75,75,2023-04-10,Completed,North
ORD_000717,SKU_SHE_0027,CUST_1516,2023-06-17,176,176,2023-06-28,Completed,Mumbai
ORD_000718,SKU_COI_0035,CUST_1945,2023-07-09,185,185,2023-07-21,Completed,West
ORD_000719,SKU_PIP_0014,CUST_1324,2023-07-19,113,113,2023-07-22,Completed,West
ORD_000720,SKU_PIP_0005,CUST_1486,2022-03-29,284,284,2022-04-04,Completed,West
ORD_000721,SKU_PIP_0015,CUST_1942,2023-01-31,270,270,2023-02-13,Completed,North
ORD_000722,SKU_SHE_0021,CUST_1271,2022-01-14,91,91,2022-01-26,Completed,West
ORD_000723,SKU_SHE_0027,CUST_1471,2022-04-03,154,154,2022-04-14,Completed,Mumbai
ORD_000724,SKU_FIT_0043,CUST_1043,2023-10-09,215,0,,Cancelled,Mumbai
ORD_000725,SKU_PIP_0005,CUST_1971,2022-09-12,282,0,,Cancelled,North
ORD_000726,SKU_COI_0030,CUST_1900,2022-09-12,51,51,2022-09-16,Completed,Mumbai
ORD_000727,SKU_PIP_0006,CUST_1299,2023-09-12,246,246,2023-09-26,Completed,South
ORD_000728,SKU_SHE_0018,CUST_1595,2022-05-11,122,122,2022-05-14,Completed,North
ORD_000729,SKU_SHE_0023,CUST_1802,2022-04-15,154,154,2022-04-20,Completed,East
ORD_000730,SKU_COI_0028,CUST_1259,2023-09-06,53,53,2023-09-19,Completed,Mumbai
ORD_000731,SKU_PIP_0011,CUST_1165,2022-07-12,49,49,2022-07-15,Completed,East
ORD_000732,SKU_FAS_0047,CUST_1794,2023-11-24,270,111,2023-11-28,Pending,West
ORD_000733,SKU_SHE_0025,CUST_1320,2023-02-03,172,172,2023-02-14,Completed,South
ORD_000734,SKU_SHE_0020,CUST_1617,2022-02-16,136,0,,Cancelled,North
ORD_000735,SKU_PIP_0002,CUST_1314,2022-05-27,239,239,2022-06-04,Completed,West
ORD_000736,SKU_SHE_0026,CUST_1027,2022-01-29,64,64,2022-02-01,Completed,West
ORD_000737,SKU_FIT_0043,CUST_1220,2023-03-17,52,0,2023-03-19,Pending,Mumbai
ORD_000738,SKU_SHE_0025,CUST_1828,2022-08-19,211,211,2022-08-31,Completed,Mumbai
ORD_000739,SKU_COI_0033,CUST_1678,2022-05-08,286,286,2022-05-21,Completed,East
ORD_000740,SKU_SHE_0019,CUST_1394,2023-04-20,192,34,2023-04-24,Pending,Mumbai
ORD_000741,SKU_COI_0032,CUST_1101,2022-05-12,62,62,2022-05-15,Completed,South
ORD_000742,SKU_COI_0037,CUST_1816,2023-12-12,65,65,2023-12-26,Completed,Mumbai
ORD_000743,SKU_PIP_0011,CUST_1044,2023-11-29,204,204,2023-12-03,Completed,South
ORD_000744,SKU_SHE_0025,CUST_1253,2022-05-12,241,47,2022-05-14,Pending,Mumbai
ORD_000745,SKU_PIP_0002,CUST_1035,2023-04-12,183,183,2023-04-19,Completed,West
ORD_000746,SKU_PIP_0008,CUST_1974,2023-06-06,207,207,2023-06-15,Completed,South
ORD_000747,SKU_FAS_0046,CUST_1467,2023-06-24,63,63,2023-06-30,Completed,South
ORD_000748,SKU_PIP_0003,CUST_1135,2022-02-24,257,257,2022-03-01,Completed,West
ORD_000749,SKU_SHE_0017,CUST_1668,2022-05-27,278,0,,Cancelled,Mumbai
ORD_000750,SKU_PIP_0013,CUST_1555,2023-02-05,231,231,2023-02-10,Completed,West
ORD_000751,SKU_SHE_0022,CUST_1982,2022-04-11,88,88,2022-04-25,Completed,South
ORD_000752,SKU_FIT_0040,CUST_1353,2022-05-10,205,205,2022-05-13,Completed,South
ORD_000753,SKU_PIP_0003,CUST_1455,2023-12-13,339,339,2023-12-16,Completed,West
ORD_000754,SKU_FIT_0041,CUST_1778,2023-08-21,128,128,2023-08-29,Completed,West
ORD_000755,SKU_COI_0037,CUST_1973,2023-08-26,204,204,2023-09-08,Completed,Mumbai
ORD_000756,SKU_COI_0034,CUST_1364,2022-03-01,275,275,2022-03-08,Completed,East
ORD_000757,SKU_FIT_0042,CUST_1915,2023-06-29,79,79,2023-07-06,Completed,North
ORD_000758,SKU_COI_0036,CUST_1849,2022-10-13,328,102,2022-10-14,Pending,West
ORD_000759,SKU_SHE_0024,CUST_1664,2022-07-07,159,159,2022-07-17,Completed,South
ORD_000760,SKU_PIP_0008,CUST_1448,2022-03-12,127,127,2022-03-23,Completed,East
ORD_000761,SKU_PIP_0008,CUST_1013,2023-12-26,208,208,2024-01-04,Completed,South
ORD_000762,SKU_PIP_0012,CUST_1832,2023-05-20,101,24,2023-05-21,Pending,East
ORD_000763,SKU_PIP_0002,CUST_1172,2023-05-17,258,258,2023-05-30,Completed,South
ORD_000764,SKU_PIP_0003,CUST_1420,2023-09-06,169,169,2023-09-14,Completed,Mumbai
ORD_000765,SKU_COI_0030,CUST_1348,2022-06-08,144,144,2022-06-21,Completed,Mumbai
ORD_000766,SKU_PIP_0001,CUST_1677,2023-08-12,113,113,2023-08-15,Completed,Mumbai
ORD_000767,SKU_COI_0031,CUST_1487,2023-07-25,87,87,2023-08-03,Completed,Mumbai
ORD_000768,SKU_SHE_0016,CUST_1858,2022-09-18,122,122,2022-10-02,Completed,South
ORD_000769,SKU_COI_0030,CUST_1052,2022-04-26,75,75,2022-05-01,Completed,Mumbai
ORD_000770,SKU_FIT_0042,CUST_1419,2022-11-05,358,358,2022-11-12,Completed,North
ORD_000771,SKU_COI_0032,CUST_1870,2022-08-12,194,194,2022-08-22,Completed,South
ORD_000772,SKU_SHE_0020,CUST_1623,2022-07-29,42,42,2022-08-03,Completed,West
ORD_000773,SKU_FIT_0040,CUST_1774,2022-12-30,197,0,,Cancelled,West
ORD_000774,SKU_PIP_0014,CUST_1133,2022-02-03,173,173,2022-02-12,Completed,East
ORD_000775,SKU_PIP_0014,CUST_1078,2022-06-21,69,69,2022-06-27,Completed,Mumbai
ORD_000776,SKU_FAS_0047,CUST_1420,2022-01-07,209,209,2022-01-16,Completed,Mumbai
ORD_000777,SKU_SHE_0024,CUST_1726,2022-03-11,161,0,,Cancelled,South
ORD_000778,SKU_SHE_0016,CUST_1203,2022-10-15,122,122,2022-10-25,Completed,North
ORD_000779,SKU_PIP_0012,CUST_1696,2022-01-27,215,215,2022-02-05,Completed,Mumbai
ORD_000780,SKU_FIT_0040,CUST_1926,2022-09-02,98,98,2022-09-06,Completed,West
ORD_000781,SKU_COI_0030,CUST_1125,2023-06-21,206,206,2023-06-25,Completed,Mumbai
ORD_000782,SKU_SHE_0019,CUST_1682,2022-09-11,170,170,2022-09-23,Completed,Mumbai
ORD_000783,SKU_FAS_0049,CUST_1342,2022-01-13,232,232,2022-01-23,Completed,West
ORD_000784,SKU_PIP_0014,CUST_1046,2023-01-27,168,168,2023-02-10,Completed,North
ORD_000785,SKU_COI_0030,CUST_1967,2022-02-15,167,60,2022-02-16,Pending,East
ORD_000786,SKU_COI_0028,CUST_1381,2022-06-06,115,115,2022-06-20,Completed,South
ORD_000787,SKU_PIP_0005,CUST_1487,2022-09-07,108,108,2022-09-19,Completed,Mumbai
ORD_000788,SKU_PIP_0014,CUST_1113,2023-09-13,155,0,,Cancelled,North
ORD_000789,SKU_PIP_0015,CUST_1016,2023-07-10,199,199,2023-07-18,Completed,West
ORD_000790,SKU_SHE_0025,CUST_1399,2022-09-17,105,105,2022-09-21,Completed,East
ORD_000791,SKU_COI_0031,CUST_1568,2023-06-28,242,242,2023-07-09,Completed,North
ORD_000792,SKU_PIP_0008,CUST_1846,2023-11-04,176,176,2023-11-18,Completed,North
ORD_000793,SKU_PIP_0002,CUST_1653,2023-09-30,181,54,2023-10-03,Pending,Mumbai
ORD_000794,SKU_PIP_0008,CUST_1140,2023-07-07,237,0,,Cancelled,South
ORD_000795,SKU_FIT_0040,CUST_1440,2022-09-27,183,183,2022-10-07,Completed,North
ORD_000796,SKU_SHE_0025,CUST_1573,2023-04-25,61,61,2023-04-30,Completed,West
ORD_000797,SKU_FAS_0048,CUST_1601,2022-04-05,108,108,2022-04-16,Completed,East
ORD_000798,SKU_FAS_0049,CUST_1762,2022-03-28,191,191,2022-04-06,Completed,West
ORD_000799,SKU_FIT_0043,CUST_1908,2022-05-21,149,149,2022-05-29,Completed,South
ORD_000800,SKU_FIT_0040,CUST_1776,2023-12-02,74,74,2023-12-06,Completed,West
